id,NAME,Address,District,Test Type,FullAddres,Lab Type,Latitude,Longitude
419,Karuna Hospital,Karuna Hospital Sulthan Bathery PO Wayanad,Wayanad,ANTIGEN,Karuna Hospital Sulthan Bathery PO Wayanad  Wayanad,Private Lab,11.6616520,76.251371
420,Dr. Appukuttan Memorial Hospital,Dr. Appukuttan Memorial Hospital  Sulthan Bathery PO Wayanad,Wayanad,ANTIGEN,Dr. Appukuttan Memorial Hospital  Sulthan Bathery PO Wayanad   Wayanad,Private Lab,11.6625230,76.260950
421,PBM Hospital,PBM Hospital  Meenangadi Wayanad,Wayanad,ANTIGEN,PBM Hospital  Meenangadi Wayanad  Wayanad,Private Lab,11.6570597,76.159665
422,Sneha Laboratory,Sneha Laboratory Sneha Hospital  Kenichira Wayanad,Wayanad,ANTIGEN,Sneha Laboratory Sneha Hospital  Kenichira Wayanad  Wayanad,Private Lab,11.7217940,76.153209
423,Louise Mount Hospital,Louise Mount Hospital  Chennalode PO  Kalpetta  Wayanad,Wayanad,ANTIGEN,Louise Mount Hospital  Chennalode PO  Kalpetta  Wayanad  Wayanad,Private Lab,11.6528010,76.000014
424,St Martins Hospital,St Martins Hospital  Ambalavayal  Wayanad,Wayanad,ANTIGEN,St Martins Hospital  Ambalavayal  Wayanad  Wayanad,Private Lab,11.8146150,76.016734
425,KMHM .M.E.S HOSPITAL,KMHM .M.E.S HOSPITAL  SULTHAN BATHERY  WAYANAD  KERALA,Wayanad,ANTIGEN,KMHM .M.E.S HOSPITAL  SULTHAN BATHERY  WAYANAD  KERALA  Wayanad,Private Lab,11.6615960,76.257248
426,Marina Hospital,Marina Hospital  Ambalavayal  Wayanad,Wayanad,ANTIGEN,Marina Hospital  Ambalavayal  Wayanad  Wayanad,Private Lab,11.6190169,76.212433
427,SHRISHA Hospital,SHRISHA Hospital  Opposite Police Station  Pulpally,Wayanad,ANTIGEN,SHRISHA Hospital  Opposite Police Station  Pulpally  Wayanad,Private Lab,11.7962250,76.002651
429,Span Diagnostics,Span Diagnostics  R S Building  Paripally  Kollam,Thrissur,ANTIGEN,Span Diagnostics  R S Building  Paripally  Kollam,Private Lab,8.8129833,76.750600
430,I vision Eye Care Centre,I vision Eye Care Centre  Chalakkudy  Thrissur,Thrissur,ANTIGEN,I vision Eye Care Centre  Chalakkudy  Thrissur  Thrissur,Private Lab,10.5310770,76.226429
431,R.C.P.M Hospital,R.C.P.M Hospital  Changankulangara  Oachira,Kollam,ANTIGEN,R.C.P.M Hospital  Changankulangara  Oachira  Kollam,Private Lab,8.8922730,76.632505
431,R.C.P.M Hospital,R.C.P.M Hospital  Changankulangara  Oachira,Kollam,ANTIGEN,R.C.P.M Hospital  Changankulangara  Oachira  Kollam,Private Lab,8.8922730,76.632505
432,Anadiyil Hospital Thekkumoodu Tvm,Anadiyil Hospital Thekkumoodu Tvm,Thiruvananthapuram,ANTIGEN,Anadiyil Hospital Thekkumoodu Tvm  Thiruvananthapuram,Private Lab,8.5102530,76.942524
433,Doctor's Lab,Doctor's Lab  Uppala  Kasargod,Kasaragod,ANTIGEN,Doctor's Lab  Uppala  Kasargod  Kasaragod,Private Lab,12.1440610,75.182401
434,Manappuram Healthcare Ltd,Manappuram Healthcare Ltd  High School Jn  Valappad  Thrissur,Kollam,ANTIGEN,Manappuram Healthcare Ltd  High School Jn  Valappad  Thrissur,Private Lab,10.3988944,76.114631
435,Dr.Gopinath's Diagnostic Services,Dr.Gopinath's Diagnostic Services  General Hospital Junction Thiruvananthapuram Kerala,Thiruvananthapuram,ANTIGEN,Dr.Gopinath's Diagnostic Services  General Hospital Junction Thiruvananthapuram Kerala  Thiruvananthapuram,Private Lab,8.5010600,76.942160
436,SBM Hospital,SBM Hospital  Karunagappally,Kollam,ANTIGEN,SBM Hospital  Karunagappally  Kollam,Private Lab,9.0532268,76.535754
437,Westfort Hi-tech Hospital,Westfort Hi-tech Hospital  Guruvayoor Road  Ponkunnam  Thrissur,Thrissur,ANTIGEN,Westfort Hi-tech Hospital  Guruvayoor Road  Ponkunnam  Thrissur  Thrissur,Private Lab,10.6182250,76.028627
438,VALIYATH INSTITUTE OF MEDICAL SCIENCES,VALIYATH INSTITUTE OF MEDICAL SCIENCES  Pada South  Karunagapally-690518,Kollam,ANTIGEN,VALIYATH INSTITUTE OF MEDICAL SCIENCES  Pada South  Karunagapally-690518   Kollam,Private Lab,8.8898120,76.597863
439,S N Trusts Medical Mission,S N Trusts Medical Mission PB No 32 Q S Road Kollam,Kollam,ANTIGEN,S N Trusts Medical Mission PB No 32 Q S Road Kollam  Kollam,Private Lab,9.0030700,76.771703
440,I.G Clinic & Medical Lab,I.G Clinic & Medical Lab  Moodadi North Post  Koyilandy,Kozhikode,ANTIGEN,I.G Clinic & Medical Lab  Moodadi North Post  Koyilandy  Kozhikode,Private Lab,11.4693574,75.654472
441,S Path Labs & Scans,S Path Labs & Scans  Mundukottackal Building   S A Road  Kadavanthra,Ernakulam,ANTIGEN,S Path Labs & Scans  Mundukottackal Building   S A Road  Kadavanthra  Ernakulam,Private Lab,10.7788554,76.430326
442,EL-EVEN LABORATORIES,EL-EVEN LABORATORIES  30/29  Iillikkal House Changampuzha Nagar P.O  Illikkal Moideen Road  Pathadipalam Ernakulam,Thrissur,ANTIGEN,EL-EVEN LABORATORIES  30/29  Iillikkal House Changampuzha Nagar P.O  Illikkal Moideen Road  Pathadipalam Ernakulam,Private Lab,10.0385722,76.316092
443,Aroha Clinic,Aroha Clinic  Manakkadavu Road  Kozhikode,Kozhikode,ANTIGEN,Aroha Clinic  Manakkadavu Road  Kozhikode  Kozhikode,Private Lab,11.2105540,75.852168
444,Sanjeevani Hospital,Sanjeevani Hospital  Kurisummoodu P O Changanacherry-4  Kottayam,Kottayam,ANTIGEN,Sanjeevani Hospital  Kurisummoodu P O Changanacherry-4  Kottayam  Kottayam,Private Lab,9.4557410,76.552661
445,Jeevan Diagnostic Centre,Jeevan Diagnostic Centre  Puthiyatheru  Kannur,Ernakulam,ANTIGEN,Jeevan Diagnostic Centre  Puthiyatheru  Kannur,Private Lab,11.9145861,75.363217
446,Relief Hospital and Trauma Center,Relief Hospital and Trauma Center  Kondotty  Malappuram,Malappuram,ANTIGEN,Relief Hospital and Trauma Center  Kondotty  Malappuram  Malappuram,Private Lab,11.1433594,75.965705
447,Star Hospital and Nursing Home,Star Hospital and Nursing Home  Oachira  Kollam,Kannur,ANTIGEN,Star Hospital and Nursing Home  Oachira  Kollam,Private Lab,9.1333111,76.512644
448,Tely Medical Centre Ltd,Tely Medical Centre Ltd  2nd  Gate  Thiruvangad  Thalassery,Kannur,ANTIGEN,Tely Medical Centre Ltd  2nd  Gate  Thiruvangad  Thalassery  Kannur,Private Lab,11.7385010,75.508261
449,Kozhikode District Co-operative Hospital,Kozhikode District Co-operative Hospital  Eranhipalam,Kozhikode,ANTIGEN,Kozhikode District Co-operative Hospital  Eranhipalam  Kozhikode,Private Lab,11.2769100,75.784491
450,Mother and Child Hospital,Mother and Child Hospital  South Bazar  Kannur,Kannur,ANTIGEN,Mother and Child Hospital  South Bazar  Kannur  Kannur,Private Lab,11.8190470,75.548752
451,Sudharma Specialty Laboratory,Sudharma Specialty Laboratory  Opposite Neo Hospital  Manjeri roead  Pandikkad,Kollam,ANTIGEN,Sudharma Specialty Laboratory  Opposite Neo Hospital  Manjeri roead  Pandikkad,Private Lab,11.0411944,76.085028
452,Sudharma Specialty Laboratory,Sudharma Specialty Laboratory Erumapetty  Thrissur,Thrissur,ANTIGEN,Sudharma Specialty Laboratory Erumapetty  Thrissur  Thrissur,Private Lab,10.5628690,76.168453
453,Karunya Diagnostic Centre,Karunya Diagnostic Centre  Room No. 18  KSRTC Complex Caltex   Kannur,Kannur,ANTIGEN,Karunya Diagnostic Centre  Room No. 18  KSRTC Complex Caltex   Kannur  Kannur,Private Lab,10.6807901,76.161291
454,Maria Hospital,Maria Hospital  K P Road  Adoor  Pathanamthitta,Pathanamthitta,ANTIGEN,Maria Hospital  K P Road  Adoor  Pathanamthitta  Pathanamthitta,Private Lab,9.2726860,76.780336
455,Microlab Scans&Diagnostics,Microlab Scans&Diagnostics  M Square Buliding  Opposite Chitra Hospital Pandalam,Pathanamthitta,ANTIGEN,Microlab Scans&Diagnostics  M Square Buliding  Opposite Chitra Hospital Pandalam  Pathanamthitta,Private Lab,9.2215390,76.714391
456,Emirates Medical Diagnostic Centre,Emirates Medical Diagnostic Centre  Near Govt Hospital  Mavelikkara  Alappuzha,Malappuram,ANTIGEN,Emirates Medical Diagnostic Centre  Near Govt Hospital  Mavelikkara  Alappuzha,Private Lab,9.2541111,76.548158
457,Sudharma Specialty Laboratory,Sudharma Specialty Laboratory  City Plaza  Near Manalimmal Bus stand  Wandoor,Malappuram,ANTIGEN,Sudharma Specialty Laboratory  City Plaza  Near Manalimmal Bus stand  Wandoor  Malappuram,Private Lab,11.1318540,76.135645
458,Anamaya Medical Institute,Anamaya Medical Institute  Payyanur,Alappuzha,ANTIGEN,Anamaya Medical Institute  Payyanur,Private Lab,12.1197389,75.208961
459,Palakkad Institute of Medical Sciences,Palakkad Institute of Medical Sciences  Walayar  Palakkad,Palakkad,ANTIGEN,Palakkad Institute of Medical Sciences  Walayar  Palakkad  Palakkad,Private Lab,10.8018660,76.818454
460,Neethi Plus Laboratory and Diagnostic Centre,Neethi Plus Laboratory and Diagnostic Centre  Pattarnadakavu  Malappuram,Malappuram,ANTIGEN,Neethi Plus Laboratory and Diagnostic Centre  Pattarnadakavu  Malappuram  Malappuram,Private Lab,10.9750100,76.232619
461,E.K.NAYANAR MEMORIAL NEETHI MEDICAL CENTRE,E.K.NAYANAR MEMORIAL NEETHI MEDICAL CENTRE  NEETHI TOWER  HOSPITAL ROAD  MANNARKKAD,Palakkad,ANTIGEN,E.K.NAYANAR MEMORIAL NEETHI MEDICAL CENTRE  NEETHI TOWER  HOSPITAL ROAD  MANNARKKAD  Palakkad,Private Lab,10.7366960,76.661554
462,Dianova Laboratories,Dianova Laboratories  ABG Complex Pazhaya Road  Medical College  Trivandrum,Thiruvananthapuram,ANTIGEN,Dianova Laboratories  ABG Complex Pazhaya Road  Medical College  Trivandrum  Thiruvananthapuram,Private Lab,8.5212553,76.927783
463,Labcare Diagnostic Centre,Labcare Diagnostic Centre  V P Tower  Near Christian Mission Hospital Up Hill  Malappuram,Malappuram,ANTIGEN,Labcare Diagnostic Centre  V P Tower  Near Christian Mission Hospital Up Hill  Malappuram  Malappuram,Private Lab,11.0414426,76.083659
464,Assisi Mission Hospital,Assisi Mission Hospital  Parappukara P.O   Thrissur,Thrissur,ANTIGEN,Assisi Mission Hospital  Parappukara P.O   Thrissur  Thrissur,Private Lab,10.4493880,76.269133
465,ATREYA HOSPITAL,ATREYA HOSPITAL  a unit of DMRI Guruvayoor Road   Near Pipeline Jn  Eastfort   Thrissur,Thrissur,ANTIGEN,ATREYA HOSPITAL  a unit of DMRI Guruvayoor Road   Near Pipeline Jn  Eastfort   Thrissur  Thrissur,Private Lab,10.4493880,76.269133
466,Sahakarana Medical Lab,Sahakarana Medical Lab  Run By Nadakkuthazha Service Co-Operative Bank  Near Dist Gov: Hospital  Vadakara,Kozhikode,ANTIGEN,Sahakarana Medical Lab  Run By Nadakkuthazha Service Co-Operative Bank  Near Dist Gov: Hospital  Vadakara  Kozhikode,Private Lab,11.5981400,75.597216
467,CLINICAL DIAGNOSTIC&RESEARCH CENTRE,CLINICAL DIAGNOSTIC&RESEARCH CENTRE  RAUNAK BHAVAN  CDRC BUILDING MANACAUD THIRUVANANTHAPURAM,Thiruvananthapuram,ANTIGEN,CLINICAL DIAGNOSTIC&RESEARCH CENTRE  RAUNAK BHAVAN  CDRC BUILDING MANACAUD THIRUVANANTHAPURAM  Thiruvananthapuram,Private Lab,9.9613548,76.289463
468,Karthiayani Nursing Home,Karthiayani Nursing Home  Patturaikkal  Thrissur,Thrissur,ANTIGEN,Karthiayani Nursing Home  Patturaikkal  Thrissur  Thrissur,Private Lab,10.5356710,76.211968
469,Malabar Diagnostic Centre,Malabar Diagnostic Centre  MM Towers  Perinthalmanna Road  Valanchery  Malappuram,Malappuram,ANTIGEN,Malabar Diagnostic Centre  MM Towers  Perinthalmanna Road  Valanchery  Malappuram  Malappuram,Private Lab,11.0040080,76.005019
470,B R Hospital and Research Centre,B R Hospital and Research Centre  Nedungolam P O   Kollam,Kollam,ANTIGEN,B R Hospital and Research Centre  Nedungolam P O   Kollam  Kollam,Private Lab,8.9807480,76.852017
471,Janamythri Lab,Janamythri Lab  Malabar Shopping Mall  Nilambur  Near Government Model UP School  Malappuram,Malappuram,ANTIGEN,Janamythri Lab  Malabar Shopping Mall  Nilambur  Near Government Model UP School  Malappuram   Malappuram,Private Lab,11.1210730,76.119983
472,Areekkara Medical Laboratory,Areekkara Medical Laboratory  Near Govt Taluk Hospital  Kuttiady  Kozhikode,Kannur,ANTIGEN,Areekkara Medical Laboratory  Near Govt Taluk Hospital  Kuttiady  Kozhikode,Private Lab,11.6553861,75.749400
473,Nucleus Health Care Laboratory,Nucleus Health Care Laboratory   Opp. Govt Hospital  Irikkur P.O   Kannur,Kannur,ANTIGEN,Nucleus Health Care Laboratory   Opp. Govt Hospital  Irikkur P.O   Kannur  Kannur,Private Lab,11.8834540,75.371959
474,Gouri Sankar Nursing Home,Gouri Sankar Nursing Home  xx 633A 663 B Arakulam Road  Methala  Thrissur,Thrissur,ANTIGEN,Gouri Sankar Nursing Home  xx 633A 663 B Arakulam Road  Methala  Thrissur   Thrissur,Private Lab,10.7372530,76.196634
475,DDRC SRL Diagnostic Centre,DDRC SRL Diagnostic Centre  Kavitha Tower Arakkuzha Road Muvattupuzha  Ernakulam,Kozhikode,ANTIGEN,DDRC SRL Diagnostic Centre  Kavitha Tower Arakkuzha Road Muvattupuzha  Ernakulam,Private Lab,9.9784000,76.579239
476,Santhinikethan Hospital,Santhinikethan Hospital  3/461  Ponkunnam  Ponkunnam-P.O,Kottayam,ANTIGEN,Santhinikethan Hospital  3/461  Ponkunnam  Ponkunnam-P.O   Kottayam,Private Lab,9.5882530,76.529574
477,ATLAS LABORATORY(A Unit of Paramountcy Research & Diagnostics PVT Ltd,ATLAS LABORATORY(A Unit of Paramountcy Research & Diagnostics PVT Ltd  OPP to Sree Ramakrishna Hospital  Sasthamanagalam  Thiruvananthapuram,Thiruvananthapuram,ANTIGEN,ATLAS LABORATORY(A Unit of Paramountcy Research & Diagnostics PVT Ltd  OPP to Sree Ramakrishna Hospital  Sasthamanagalam  Thiruvananthapuram,Private Lab,8.5127309,76.972786
478,SUNRISE HOSPITAL PVT LTD,SUNRISE HOSPITAL PVT LTD  unit :Arafa Hospital  CHANGARAMKULAM  NANNAMUKKU (PO,Malappuram,ANTIGEN,SUNRISE HOSPITAL PVT LTD  unit :Arafa Hospital  CHANGARAMKULAM  NANNAMUKKU (PO  Malappuram,Private Lab,11.1172370,76.121667
479,Hearts Malabar Super Speciality Hospital,Hearts Malabar Super Speciality Hospital  Near Mathrubhumi  Cherussola P O  Palathara  Malappuram,Malappuram,ANTIGEN,Hearts Malabar Super Speciality Hospital  Near Mathrubhumi  Cherussola P O  Palathara  Malappuram   Malappuram,Private Lab,11.1587390,76.054542
480,Mangaly Medical Centre,Mangaly Medical Centre  Near St Thomas School  Olavakode- Dhoni Road   Kallekulangara  Palakkad,Palakkad,ANTIGEN,Mangaly Medical Centre  Near St Thomas School  Olavakode- Dhoni Road   Kallekulangara  Palakkad  Palakkad,Private Lab,10.7748620,76.654783
481,Mercy Nursing Home,Mercy Nursing Home  Karukachal  Kottayam,Kottayam,ANTIGEN,Mercy Nursing Home  Karukachal  Kottayam  Kottayam,Private Lab,9.5041279,76.640235
482,Metropolis Lab,Metropolis Lab  PVS Hospital  Calicut.,Kozhikode,ANTIGEN,Metropolis Lab  PVS Hospital  Calicut.  Kozhikode,Private Lab,11.2689080,75.780614
483,ATLAS Diagnostics & Imaging Centre (A Unit of Paramountcy Research & Diagnostics PVT Ltd,ATLAS Diagnostics & Imaging Centre (A Unit of Paramountcy Research & Diagnostics PVT Ltd  Karthika Arcade  Opp Taluk Hospital  Karunagapally,Thiruvananthapuram,ANTIGEN,ATLAS Diagnostics & Imaging Centre (A Unit of Paramountcy Research & Diagnostics PVT Ltd  Karthika Arcade  Opp Taluk Hospital  Karunagapally,Private Lab,9.0643972,76.534992
484,DDRC SRL Diagnostics Services PVT.LTD,DDRC SRL Diagnostics Services PVT.LTD  Sreekumar Building   Puthiyadam Temple Road  Kayamkulam   Alappuzha,Alappuzha,ANTIGEN,DDRC SRL Diagnostics Services PVT.LTD  Sreekumar Building   Puthiyadam Temple Road  Kayamkulam   Alappuzha  Alappuzha,Private Lab,9.3241220,76.619262
485,DDRC SRL Diagnostics Services PVT.LTD,DDRC SRL Diagnostics Services PVT.LTD  Mattappallil J J complex Opposite Anchal Hospital  Anchal,Kollam,ANTIGEN,DDRC SRL Diagnostics Services PVT.LTD  Mattappallil J J complex Opposite Anchal Hospital  Anchal  Kollam,Private Lab,8.9242060,76.910954
486,Metro SpecialtyHormone Laboratory,Metro SpecialtyHormone Laboratory  Opp Medical College Main Gate  Medical College Main Road,Malappuram,ANTIGEN,Metro SpecialtyHormone Laboratory  Opp Medical College Main Gate  Medical College Main Road  Malappuram,Private Lab,10.8847710,76.348544
487,Sudharma Specialty Laboratory,Sudharma Specialty Laboratory  Amina Tower  Near district hospital  ottupara  Wadakkanchery,Thrissur,ANTIGEN,Sudharma Specialty Laboratory  Amina Tower  Near district hospital  ottupara  Wadakkanchery  Thrissur,Private Lab,10.3408940,76.146442
488,Silverline Hospital,Silverline Hospital  K P Vallon Road  Kadavanthra  Kochi,Ernakulam,ANTIGEN,Silverline Hospital  K P Vallon Road  Kadavanthra  Kochi  Ernakulam,Private Lab,9.9562970,76.332486
489,Upasana Road,Upasana Road  P.P Road   Pala,Kottayam,ANTIGEN,Upasana Road  P.P Road   Pala  Kottayam,Private Lab,9.7179690,76.681381
490,Sagara Hospital,Sagara Hospital  Punnapra  Alappuzha,Alappuzha,ANTIGEN,Sagara Hospital  Punnapra  Alappuzha  Alappuzha,Private Lab,9.4618140,76.330998
491,Indian Medical Laboratory,Indian Medical Laboratory  Near Govt Hospital  Thalassery P O  Kannur,Kannur,ANTIGEN,Indian Medical Laboratory  Near Govt Hospital  Thalassery P O  Kannur  Kannur,Private Lab,11.9842340,75.553390
492,Craft Hospital,Craft Hospital  Pattambi Road Perinthalmanna  Malappuram,Malappuram,ANTIGEN,Craft Hospital  Pattambi Road Perinthalmanna  Malappuram  Malappuram,Private Lab,10.9705800,76.220719
493,Panakode unity Medicare,Panakode unity Medicare  Karadi  Thamarassery   Calicut,Kozhikode,ANTIGEN,Panakode unity Medicare  Karadi  Thamarassery   Calicut  Kozhikode,Private Lab,11.4798020,75.834387
494,Trinity Eye Hospital,Trinity Eye Hospital  Manali Junction  Calicut Bypass Road  Palakkad,Palakkad,ANTIGEN,Trinity Eye Hospital  Manali Junction  Calicut Bypass Road  Palakkad  Palakkad,Private Lab,10.7771524,76.666030
495,MANJERI CLINICAL LABORATORY & IDEAL X-RAYS,MANJERI CLINICAL LABORATORY & IDEAL X-RAYS  Manjeri  Malappuram,Malappuram,ANTIGEN,MANJERI CLINICAL LABORATORY & IDEAL X-RAYS  Manjeri  Malappuram  Malappuram,Private Lab,11.1159258,76.119648
496,NUCLEUS HEALTH CARE,NUCLEUS HEALTH CARE  NADAPURAM(P.O  KOZHIKODE,Kozhikode,ANTIGEN,NUCLEUS HEALTH CARE  NADAPURAM(P.O  KOZHIKODE  Kozhikode,Private Lab,11.2785960,75.805073
497,TSC Hospital Private Limited,TSC Hospital Private Limited  NH Bypass  Kulathoor Near UST Global & Infosys  Thiruvananthapuram,Kollam,ANTIGEN,TSC Hospital Private Limited  NH Bypass  Kulathoor Near UST Global & Infosys  Thiruvananthapuram,Private Lab,8.5399333,76.878525
498,Mukunda Hospital,Mukunda Hospital   668/17  Payannur  Kannur,Kannur,ANTIGEN,Mukunda Hospital   668/17  Payannur  Kannur  Kannur,Private Lab,11.8629460,75.358829
499,VATHIYAYATH HOSPITAL,VATHIYAYATH HOSPITAL  P.P ROAD  PERUMBAVOOR  ERNAKULAM,Ernakulam,ANTIGEN,VATHIYAYATH HOSPITAL  P.P ROAD  PERUMBAVOOR  ERNAKULAM  Ernakulam,Private Lab,10.1736440,76.435989
500,THE LAB,THE LAB  narath  Kannur  Kerala,Kannur,ANTIGEN,THE LAB  narath  Kannur  Kerala  Kannur,Private Lab,11.9690345,75.398497
501,Kristu Jayanti Hospital,Kristu Jayanti Hospital Perumpilly Njarakkal P.O  Ernakulam,Ernakulam,ANTIGEN,Kristu Jayanti Hospital Perumpilly Njarakkal P.O  Ernakulam  Ernakulam,Private Lab,9.8548110,76.526625
502,ATLAS Diagnostics & Imaging Centre(A Unit of Paramountcy Research & Diagnostics PVT Ltd,ATLAS Diagnostics & Imaging Centre(A Unit of Paramountcy Research & Diagnostics PVT Ltd  Venus Junction  Kottarakkara,Thiruvananthapuram,ANTIGEN,ATLAS Diagnostics & Imaging Centre(A Unit of Paramountcy Research & Diagnostics PVT Ltd  Venus Junction  Kottarakkara,Private Lab,9.0058833,76.776711
503,Sudharma Specialty Laboratory,Sudharma Specialty Laboratory  Varikkodan Arcade  Melattur  Malappuram,Malappuram,ANTIGEN,Sudharma Specialty Laboratory  Varikkodan Arcade  Melattur  Malappuram  Malappuram,Private Lab,11.1206420,76.119871
504,Biocore Community Laboratory,Biocore Community Laboratory  Pampuram  Opp. Govt Medical College  Parippally,Kollam,ANTIGEN,Biocore Community Laboratory  Pampuram  Opp. Govt Medical College  Parippally,Private Lab,8.8114944,76.750222
505,Karuna Medical College,Karuna Medical College  Vilayodi  Chittur  Palakkad,Palakkad,ANTIGEN,Karuna Medical College  Vilayodi  Chittur  Palakkad  Palakkad,Private Lab,10.6788470,76.775695
506,Esaf Hospital and Research Center,Esaf Hospital and Research Center  NH 213  Thachambara  Palakkad,Palakkad,ANTIGEN,Esaf Hospital and Research Center  NH 213  Thachambara  Palakkad  Palakkad,Private Lab,10.7748620,76.654783
507,Palace Hospital Pvt Ltd,Palace Hospital Pvt Ltd  Asramam Road  Potta  Chalakkudy,Thrissur,ANTIGEN,Palace Hospital Pvt Ltd  Asramam Road  Potta  Chalakkudy  Thrissur,Private Lab,10.2107030,76.203456
508,Royal Diagnostic Center,Royal Diagnostic Center   Govt. Hospital Road  Changanassery,Kottayam,ANTIGEN,Royal Diagnostic Center   Govt. Hospital Road  Changanassery  Kottayam,Private Lab,9.4511220,76.532993
509,Medical Diagnostic Service TC 72/1219,Medical Diagnostic Service TC 72/1219  Mediplaza  Near UAE Consulate  Manacaud,Thiruvananthapuram,ANTIGEN,Medical Diagnostic Service TC 72/1219  Mediplaza  Near UAE Consulate  Manacaud  Thiruvananthapuram,Private Lab,8.4884820,76.957012
510,Metro Scans,Metro Scans Fairooza Building  Govt Taluk Hospital Junction   Nedumangad,Kollam,ANTIGEN,Metro Scans Fairooza Building  Govt Taluk Hospital Junction   Nedumangad,Private Lab,8.4889444,76.957564
511,Metro Scans,Metro Scans  Kailas Arcad District Hospital Road  Chamakkada  Kollam,Kollam,ANTIGEN,Metro Scans  Kailas Arcad District Hospital Road  Chamakkada  Kollam  Kollam,Private Lab,8.8956830,76.600777
513,Metro scans,Metro scans  Bhavani Trade Centre. High School Junction  Karunagappally,Kollam,ANTIGEN,Metro scans  Bhavani Trade Centre. High School Junction  Karunagappally  Kollam,Private Lab,8.9608360,76.914402
514,Bio Lab Clinical laboratory,Bio Lab Clinical laboratory  Modern Tower  Manipuram Road  Koduvally  Kozhikode,Kozhikode,ANTIGEN,Bio Lab Clinical laboratory  Modern Tower  Manipuram Road  Koduvally  Kozhikode  Kozhikode,Private Lab,11.3325320,75.918834
515,Western Hospital and Nursing Home,Western Hospital and Nursing Home  Opp. Malabar Christian College  Nadakavu,Kozhikode,ANTIGEN,Western Hospital and Nursing Home  Opp. Malabar Christian College  Nadakavu  Kozhikode,Private Lab,11.5574240,75.763633
516,PMSA Memorial Malappuram District,PMSA Memorial Malappuram District  Co-operative Hospital  Uphill PO  Manjeri Road  Malappuram,Malappuram,ANTIGEN,PMSA Memorial Malappuram District  Co-operative Hospital  Uphill PO  Manjeri Road  Malappuram  Malappuram,Private Lab,11.0519490,76.089879
